Group (L0),Level,Is Basic,New Primary Hierarchy,New Primary Category,New Display Name,Basic Level Category,Old Primary Hierarchy,Old Primary Category,Added,Renamed,Removed,Redirect To
community_and_government,2,TRUE,community_and_government > public_safety_service > fire_station,fire_station,Fire Station,fire_station,community_and_government > fire_department,fire_department,,TRUE,,
community_and_government,2,TRUE,community_and_government > public_safety_service > jail_or_prison,jail_or_prison,Jail or Prison,jail_or_prison,community_and_government > jail_and_prison,jail_and_prison,,TRUE,,
community_and_government,3,FALSE,community_and_government > public_safety_service > jail_or_prison > juvenile_detention_center,juvenile_detention_center,Juvenile Detention Center,jail_or_prison,community_and_government > jail_and_prison > juvenile_detention_center,juvenile_detention_center,,,,
community_and_government,2,FALSE,community_and_government > public_safety_service > law_enforcement,law_enforcement,Law Enforcement,police_station,community_and_government > law_enforcement,law_enforcement,,,TRUE,police_station
community_and_government,2,TRUE,community_and_government > public_safety_service > police_station,police_station,Police Station,police_station,community_and_government > police_department,police_department,,TRUE,,
community_and_government,1,TRUE,community_and_government > public_utility,public_utility,Public Utility,public_utility,community_and_government > public_utility_provider,public_utility_provider,,TRUE,,
community_and_government,2,TRUE,community_and_government > public_utility > electric_utility_provider,electric_utility_provider,Electric Utility Provider,electric_utility_provider,community_and_government > public_utility_provider > electric_utility_provider,electric_utility_provider,,,,
community_and_government,2,FALSE,community_and_government > public_utility > garbage_collection_service,garbage_collection_service,Garbage Collection Service,public_utility,community_and_government > public_utility_provider > garbage_collection_service,garbage_collection_service,,,,
community_and_government,2,TRUE,community_and_government > public_utility > natural_gas_utility_provider,natural_gas_utility_provider,Natural Gas Utility Provider,natural_gas_utility_provider,community_and_government > public_utility_provider > natural_gas_utility_provider,natural_gas_utility_provider,,,,
community_and_government,2,TRUE,community_and_government > public_utility > water_utility_provider,water_utility_provider,Water Utility Provider,water_utility_provider,community_and_government > public_utility_provider > water_utility_provider,water_utility_provider,,,,
community_and_government,1,TRUE,community_and_government > social_or_community_service,social_or_community_service,Social or Community Service,social_or_community_service,community_and_government > organization > social_service_organization,social_service_organization,,TRUE,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > child_protection_service,child_protection_service,Child Protection Service,social_or_community_service,community_and_government > organization > social_service_organization > child_protection_service,child_protection_service,,,,
community_and_government,2,TRUE,community_and_government > social_or_community_service > community_center,community_center,Community Center,community_center,community_and_government > community_center,community_center,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > disability_services_and_support_organization,disability_services_and_support_organization,Disability Services and Support Organization,social_or_community_service,community_and_government > community_center > disability_services_and_support_organization,disability_services_and_support_organization,,,,
community_and_government,2,TRUE,community_and_government > social_or_community_service > food_bank,food_bank,Food Bank,food_bank,community_and_government > organization > social_service_organization > food_bank,food_bank,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > foster_care_service,foster_care_service,Foster Care Service,social_or_community_service,community_and_government > organization > social_service_organization > foster_care_service,foster_care_service,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > gay_and_lesbian_services_organization,gay_and_lesbian_services_organization,Gay and Lesbian Services Organization,social_or_community_service,community_and_government > organization > social_service_organization > gay_and_lesbian_services_organization,gay_and_lesbian_services_organization,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > homeless_shelter,homeless_shelter,Homeless Shelter,social_or_community_service,community_and_government > organization > social_service_organization > homeless_shelter,homeless_shelter,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > housing_authority,housing_authority,Housing Authority,social_or_community_service,community_and_government > organization > social_service_organization > housing_authority,housing_authority,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > scout_hall,scout_hall,Scout Hall,social_or_community_service,community_and_government > scout_hall,scout_hall,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > senior_citizen_service,senior_citizen_service,Senior Citizen Service,social_or_community_service,community_and_government > organization > social_service_organization > senior_citizen_service,senior_citizen_service,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > social_and_human_service,social_and_human_service,Social and Human Service,social_or_community_service,community_and_government > organization > social_service_organization > social_and_human_service,social_and_human_service,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > social_welfare_center,social_welfare_center,Social Welfare Center,social_or_community_service,community_and_government > organization > social_service_organization > social_welfare_center,social_welfare_center,,,,
community_and_government,2,FALSE,community_and_government > social_or_community_service > volunteer_association,volunteer_association,Volunteer Association,social_or_community_service,community_and_government > organization > social_service_organization > volunteer_association,volunteer_association,,,,
community_and_government,2,TRUE,community_and_government > social_or_community_service > youth_organization,youth_organization,Youth Organization,youth_organization,community_and_government > organization > social_service_organization > youth_organization,youth_organization,,,,
cultural_and_historic,0,FALSE,cultural_and_historic,cultural_and_historic,Cultural and Historic,,cultural_and_historic,cultural_and_historic,,,,
cultural_and_historic,1,TRUE,cultural_and_historic > cultural_center,cultural_center,Cultural Center,cultural_center,cultural_and_historic > cultural_center,cultural_center,,,,
cultural_and_historic,1,TRUE,cultural_and_historic > historic_site,historic_site,Historic Site,historic_site,cultural_and_historic > architectural_landmark,architectural_landmark,,TRUE,,
cultural_and_historic,2,TRUE,cultural_and_historic > historic_site > castle,castle,Castle,castle,cultural_and_historic > architectural_landmark > castle,castle,,,,
cultural_and_historic,2,TRUE,cultural_and_historic > historic_site > fort,fort,Fort,fort,cultural_and_historic > architectural_landmark > fort,fort,,,,
cultural_and_historic,2,FALSE,cultural_and_historic > historic_site > historic_mission,historic_mission,Historic Mission,historic_site,cultural_and_historic > architectural_landmark > mission,mission,,TRUE,,
cultural_and_historic,2,FALSE,cultural_and_historic > historic_site > historic_tower,historic_tower,Historic Tower,historic_site,cultural_and_historic > architectural_landmark > tower,tower,,TRUE,,
cultural_and_historic,2,TRUE,cultural_and_historic > historic_site > lighthouse,lighthouse,Lighthouse,lighthouse,cultural_and_historic > architectural_landmark > lighthouse,lighthouse,,,,
cultural_and_historic,2,FALSE,cultural_and_historic > historic_site > palace,palace,Palace,historic_site,cultural_and_historic > architectural_landmark > palace,palace,,,,
cultural_and_historic,2,FALSE,cultural_and_historic > historic_site > ruin,ruin,Ruin,historic_site,cultural_and_historic > architectural_landmark > ruin,ruin,,,,
cultural_and_historic,1,TRUE,cultural_and_historic > memorial_site,memorial_site,Memorial Site,memorial_site,,,,,,
cultural_and_historic,2,TRUE,cultural_and_historic > memorial_site > cemetery,cemetery,Cemetery,cemetery,services_and_business > professional_service > cemetery,cemetery,,,,
cultural_and_historic,2,FALSE,cultural_and_historic > memorial_site > memorial_park,memorial_park,Memorial Park,memorial_site,cultural_and_historic > memorial_park,memorial_park,,,,
cultural_and_historic,2,TRUE,cultural_and_historic > memorial_site > monument,monument,Monument,monument,cultural_and_historic > monument,monument,,,,
cultural_and_historic,1,TRUE,cultural_and_historic > place_of_worship,place_of_worship,Place of Worship,place_of_worship,cultural_and_historic > religious_organization > place_of_worship,place_of_worship,,,,
cultural_and_historic,2,TRUE,cultural_and_historic > place_of_worship > buddhist_place_of_worship,buddhist_place_of_worship,Buddhist Place of Worship,buddhist_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > buddhist_place_of_worship,buddhist_place_of_worship,,,,
cultural_and_historic,3,FALSE,cultural_and_historic > place_of_worship > buddhist_place_of_worship > mahayana_buddhist_place_of_worship,mahayana_buddhist_place_of_worship,Mahayana Buddhist Place of Worship,buddhist_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > buddhist_place_of_worship > mahayana_buddhist_place_of_worship,mahayana_buddhist_place_of_worship,,,,
cultural_and_historic,4,FALSE,cultural_and_historic > place_of_worship > buddhist_place_of_worship > mahayana_buddhist_place_of_worship > nichiren_buddhist_place_of_worship,nichiren_buddhist_place_of_worship,Nichiren Buddhist Place of Worship,buddhist_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > buddhist_place_of_worship > mahayana_buddhist_place_of_worship > nichiren_buddhist_place_of_worship,nichiren_buddhist_place_of_worship,,,,
cultural_and_historic,4,FALSE,cultural_and_historic > place_of_worship > buddhist_place_of_worship > mahayana_buddhist_place_of_worship > pure_land_buddhist_place_of_worship,pure_land_buddhist_place_of_worship,Pure Land Buddhist Place of Worship,buddhist_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > buddhist_place_of_worship > mahayana_buddhist_place_of_worship > pure_land_buddhist_place_of_worship,pure_land_buddhist_place_of_worship,,,,
cultural_and_historic,4,FALSE,cultural_and_historic > place_of_worship > buddhist_place_of_worship > mahayana_buddhist_place_of_worship > zen_buddhist_place_of_worship,zen_buddhist_place_of_worship,Zen Buddhist Place of Worship,buddhist_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > buddhist_place_of_worship > mahayana_buddhist_place_of_worship > zen_buddhist_place_of_worship,zen_buddhist_place_of_worship,,,,
cultural_and_historic,3,FALSE,cultural_and_historic > place_of_worship > buddhist_place_of_worship > theravada_buddhist_place_of_worship,theravada_buddhist_place_of_worship,Theravada Buddhist Place of Worship,buddhist_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > buddhist_place_of_worship > theravada_buddhist_place_of_worship,theravada_buddhist_place_of_worship,,,,
