New Primary Category,New Primary Hierarchy,Basic Level Category,Old Primary Category,Old Primary Hierarchy
serbian_orthodox_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > eastern_orthodox_place_of_worship > serbian_orthodox_place_of_worship,christian_place_of_worshop,,
oriental_orthodox_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > oriental_orthodox_place_of_worship,christian_place_of_worshop,,
armenian_apostolic_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > oriental_orthodox_place_of_worship > armenian_apostolic_place_of_worship,christian_place_of_worshop,,
coptic_orthodox_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > oriental_orthodox_place_of_worship > coptic_orthodox_place_of_worship,christian_place_of_worshop,,
eritrean_orthodox_tewahedo_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > oriental_orthodox_place_of_worship > eritrean_orthodox_tewahedo_place_of_worship,christian_place_of_worshop,,
ethiopian_orthodox_tewahedo_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > oriental_orthodox_place_of_worship > ethiopian_orthodox_tewahedo_place_of_worship,christian_place_of_worshop,,
malankara_orthodox_syrian_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > oriental_orthodox_place_of_worship > malankara_orthodox_syrian_place_of_worship,christian_place_of_worshop,,
syriac_orthodox_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > oriental_orthodox_place_of_worship > syriac_orthodox_place_of_worship,christian_place_of_worshop,,
protestant_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship,christian_place_of_worshop,,
protestant_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship,christian_place_of_worshop,evangelical_church,religious_organization > church_cathedral > evangelical_church
adventist_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > adventist_place_of_worshop,christian_place_of_worshop,,
anabaptist_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > anabaptist_place_of_worshop,christian_place_of_worshop,,
anglican_or_episcopal_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > anglican_or_episcopal_place_of_worshop,christian_place_of_worshop,anglican_church,religious_organization > church_cathedral > anglican_church
anglican_or_episcopal_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > anglican_or_episcopal_place_of_worshop,christian_place_of_worshop,episcopal_church,religious_organization > church_cathedral > episcopal_church
baptist_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > baptist_place_of_worshop,christian_place_of_worshop,baptist_church,religious_organization > church_cathedral > baptist_church
lutheran_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > lutheran_place_of_worshop,christian_place_of_worshop,,
methodist_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > methodist_place_of_worshop,christian_place_of_worshop,,
pentecostal_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > pentecostal_place_of_worshop,christian_place_of_worshop,pentecostal_church,religious_organization > church_cathedral > pentecostal_church
reformed_or_calvanist_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > protestant_place_of_worship > reformed_or_calvanist_place_of_worshop,christian_place_of_worshop,,
restorationist_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > restorationist_place_of_worship,christian_place_of_worshop,,
jehovahs_witness_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > restorationist_place_of_worship > jehovahs_witness_place_of_worshop,christian_place_of_worshop,jehovahs_witness_kingdom_hall,religious_organization > church_cathedral > jehovahs_witness_kingdom_hall
mormon_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > restorationist_place_of_worship > mormon_place_of_worship,christian_place_of_worshop,,
roman_catholic_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > roman_catholic_place_of_worshop,christian_place_of_worshop,catholic_church,religious_organization > church_cathedral > catholic_church
eastern_catholic_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > roman_catholic_place_of_worshop > eastern_catholic_place_of_worshop,christian_place_of_worshop,,
western_catholic_place_of_worshop,cultural_and_historic > religious_organization > place_of_worship > christian_place_of_worshop > roman_catholic_place_of_worshop > western_catholic_place_of_worshop,christian_place_of_worshop,,
hindu_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > hindu_place_of_worship,hindu_place_of_worship,hindu_temple,religious_organization > hindu_temple
shaiva_hindu_place_of_worship,cultural_and_historic > religious_organization > place_of_worship > hindu_place_of_worship > shaiva_hindu_place_of_worship,hindu_place_of_worship,,
