Basic hierarchy,Basic label,Modified,Remove from V1,Match type,Overture label,Overture hierarchy
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,fmcg_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > fmcg_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,footwear_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > footwear_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,furniture_wholesalers,business_to_business > business_manufacturing_and_supply > b2b_furniture_and_housewares > furniture_wholesalers
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,greengrocer,business_to_business > business_equipment_and_supply > wholesaler > greengrocer
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,industrial_spares_and_products_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > industrial_spares_and_products_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,iron_and_steel_store,business_to_business > business_equipment_and_supply > wholesaler > iron_and_steel_store
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,lingerie_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > lingerie_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,meat_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > meat_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,optical_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > optical_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,pharmaceutical_products_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > pharmaceutical_products_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,produce_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > produce_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,restaurant_wholesale,business_to_business > business_equipment_and_supply > wholesaler > restaurant_wholesale
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,seafood_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > seafood_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,spices_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > fmcg_wholesaler > spices_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,tea_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > tea_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,threads_and_yarns_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > threads_and_yarns_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,tools_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > tools_wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,wholesale_florist,business_to_business > business_equipment_and_supply > wholesaler > wholesale_florist
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,wholesale_grocer,business_to_business > business_equipment_and_supply > wholesaler > wholesale_grocer
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,EXACT,wholesaler,business_to_business > business_equipment_and_supply > wholesaler
Business location > B2B supplier or distributor > Wholesaler,wholesaler,,,NARROWER,wine_wholesaler,business_to_business > business_equipment_and_supply > wholesaler > wine_wholesaler
Business location > Corporate or business office,corporate_or_business_office,,,EXACT,corporate_office,private_establishments_and_corporates > corporate_office
Business location > Corporate or business office,corporate_or_business_office,,,CLOSE,private_establishments_and_corporates,private_establishments_and_corporates
Business location > Manufacturer,manufacturer,,,NARROWER,aircraft_manufacturer,business_to_business > business_manufacturing_and_supply > aircraft_manufacturer
Business location > Manufacturer,manufacturer,,,NARROWER,appliance_manufacturer,business_to_business > business_manufacturing_and_supply > appliance_manufacturer
Business location > Manufacturer,manufacturer,,,NARROWER,auto_manufacturers_and_distributors,business_to_business > business_manufacturing_and_supply > b2b_autos_and_vehicles > auto_manufacturers_and_distributors
Business location > Manufacturer,manufacturer,,,CLOSE,business_manufacturing_and_supply,business_to_business > business_manufacturing_and_supply
Business location > Manufacturer,manufacturer,,,NARROWER,cosmetic_products_manufacturer,business_to_business > business_manufacturing_and_supply > cosmetic_products_manufacturer
Business location > Manufacturer,manufacturer,,,NARROWER,furniture_manufacturers,business_to_business > business_manufacturing_and_supply > b2b_furniture_and_housewares > furniture_manufacturers
Business location > Manufacturer,manufacturer,,,NARROWER,glass_manufacturer,business_to_business > business_manufacturing_and_supply > glass_manufacturer
Business location > Manufacturer,manufacturer,,,NARROWER,jewelry_and_watches_manufacturer,business_to_business > business_manufacturing_and_supply > jewelry_and_watches_manufacturer
Business location > Manufacturer,manufacturer,,,NARROWER,jewelry_manufacturer,business_to_business > business_manufacturing_and_supply > jewelry_manufacturer
Business location > Manufacturer,manufacturer,,,NARROWER,leather_products_manufacturer,business_to_business > business_manufacturing_and_supply > leather_products_manufacturer
Business location > Manufacturer,manufacturer,,,NARROWER,lighting_fixture_manufacturers,business_to_business > business_manufacturing_and_supply > lighting_fixture_manufacturers
Business location > Manufacturer,manufacturer,,,NARROWER,mattress_manufacturing,business_to_business > business_manufacturing_and_supply > mattress_manufacturing
Business location > Manufacturer,manufacturer,,,NARROWER,motorcycle_manufacturer,automotive > motorcycle_manufacturer
Business location > Manufacturer,manufacturer,,,NARROWER,plastic_manufacturer,business_to_business > business_manufacturing_and_supply > b2b_rubber_and_plastics > plastic_manufacturer
