_col0,primary_category,basic_category,primary,hierarchy,alternates
263,bathtub_and_sink_repairs,home_service,bathtub_and_sink_repair,"[""services_and_business"",""home_service"",""bathtub_and_sink_repair""]",
1,battery_inverter_supplier,b2b_supplier_distributor,battery_inverter_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""battery_inverter_supplier""]",
3232,battery_store,electronics_store,battery_store,"[""shopping"",""specialty_store"",""electronics_store"",""battery_store""]",
2234,batting_cage,sport_fitness_facility,batting_cage,"[""sports_and_recreation"",""sports_and_recreation_venue"",""batting_cage""]",
10,bazaars,specialty_store,bazaar,"[""shopping"",""specialty_store"",""bazaar""]",
176335,beach,beach,beach,"[""geographic_entities"",""beach""]",
922,beach_bar,bar,beach_bar,"[""food_and_drink"",""bar"",""beach_bar""]",
937,beach_equipment_rentals,water_sport_equipment_rental_service,beach_equipment_rental,"[""sports_and_recreation"",""sports_and_recreation_rental_and_service"",""beach_equipment_rental""]",
4349,beach_resort,resort,beach_resort,"[""lodging"",""resort"",""beach_resort""]",
24,beach_volleyball_court,sport_court,beach_volleyball_court,"[""sports_and_recreation"",""sports_and_recreation_venue"",""beach_volleyball_court""]",
325,bearing_supplier,b2b_supplier_distributor,bearing_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""bearing_supplier""]",
421208,beauty_and_spa,beauty_salon,beauty_service,"[""lifestyle_services"",""beauty_service""]",
22653,beauty_product_supplier,b2b_supplier_distributor,beauty_product_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""beauty_product_supplier""]",
1393271,beauty_salon,beauty_salon,beauty_salon,"[""lifestyle_services"",""beauty_service"",""beauty_salon""]",
170403,bed_and_breakfast,bed_and_breakfast,bed_and_breakfast,"[""lodging"",""bed_and_breakfast""]",
1656,bedding_and_bath_stores,specialty_store,bedding_and_bath_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""bedding_and_bath_store""]",
25148,beer_bar,bar,beer_bar,"[""food_and_drink"",""bar"",""beer_bar""]",
18277,beer_garden,eating_drinking_location,beer_garden,"[""food_and_drink"",""brewery_winery_distillery"",""beer_garden""]",
25,beer_tours,tour_operator,beer_tour,"[""travel_and_transportation"",""travel"",""tour"",""beer_tour""]",
13617,beer_wine_and_spirits,food_or_beverage_store,beer_wine_spirits_store,"[""shopping"",""food_and_beverage_store"",""beer_wine_spirits_store""]",
135,behavior_analyst,mental_health,behavior_analyst,"[""health_care"",""behavior_analyst""]",
40,belarusian_restaurant,restaurant,belarusian_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""eastern_european_restaurant"",""belarusian_restaurant""]",
3908,belgian_restaurant,restaurant,belgian_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""western_european_restaurant"",""belgian_restaurant""]",
3,belizean_restaurant,restaurant,belizean_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""central_american_restaurant"",""belizean_restaurant""]",
20057,betting_center,gaming_venue,betting_center,"[""arts_and_entertainment"",""gaming_venue"",""betting_center""]",
20918,beverage_store,beverage_shop,beverage_shop,"[""food_and_drink"",""beverage_shop""]",
8485,beverage_supplier,b2b_supplier_distributor,beverage_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""beverage_supplier""]",
10,bicycle_path,bicycle_path,bike_path,"[""sports_and_recreation"",""sports_and_recreation_venue"",""bike_path""]",
6,bicycle_sharing_location,transportation_location,bike_sharing_location,"[""travel_and_transportation"",""bikes_and_bike_service"",""bike_sharing_location""]",
93453,bicycle_shop,sporting_goods_store,bike_store,"[""shopping"",""specialty_store"",""sporting_goods_store"",""bike_store""]",
19,bike_parking,parking,bike_parking,"[""travel_and_transportation"",""bikes_and_bike_service"",""bike_parking""]",
13535,bike_rentals,bicycle_rental_service,bike_rental,"[""sports_and_recreation"",""sports_and_recreation_rental_and_service"",""bike_rental""]",
12662,bike_repair_maintenance,vehicle_service,bike_repair_maintenance,"[""services_and_business"",""professional_service"",""bike_repair_maintenance""]",
4,bike_sharing,transportation_location,bike_sharing_location,"[""travel_and_transportation"",""bikes_and_bike_service"",""bike_sharing_location""]",
66,bike_tours,tour_operator,bike_tour,"[""travel_and_transportation"",""travel"",""tour"",""bike_tour""]",
636,billing_services,b2b_service,billing_service,"[""services_and_business"",""professional_service"",""billing_service""]",
3038,bingo_hall,bingo_hall,bingo_hall,"[""arts_and_entertainment"",""gaming_venue"",""bingo_hall""]",
7851,biotechnology_company,b2b_service,biotechnology_company,"[""services_and_business"",""business"",""biotechnology_company""]",
173,bird_shop,pet_store,bird_shop,"[""shopping"",""specialty_store"",""pet_store"",""bird_shop""]",
6482,bistro,casual_eatery,bistro,"[""food_and_drink"",""casual_eatery"",""bistro""]",
269,blacksmiths,b2b_service,blacksmith,"[""services_and_business"",""professional_service"",""construction_service"",""blacksmith""]",
8350,blood_and_plasma_donation_center,clinic_or_treatment_center,blood_and_plasma_donation_center,"[""health_care"",""blood_and_plasma_donation_center""]",
245,blow_dry_blow_out_service,hair_salon,blow_dry_blow_out_service,"[""lifestyle_services"",""beauty_service"",""hair_salon"",""blow_dry_blow_out_service""]",
83,blueprinters,building_construction_service,blueprinter,"[""services_and_business"",""professional_service"",""construction_service"",""blueprinter""]",
299,board_of_education_offices,government_office,board_of_education_office,"[""education"",""board_of_education_office""]",
171,boat_builder,b2b_service,boat_builder,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""boat_builder""]",
768,boat_charter,event_or_party_service,boat_charter,"[""services_and_business"",""professional_service"",""event_planning"",""boat_charter""]",
13937,boat_dealer,boat_dealer,boat_dealer,"[""travel_and_transportation"",""watercraft_and_water_transport"",""boat_dealer""]",
5309,boat_parts_and_accessories,specialty_store,boat_parts_store,"[""shopping"",""specialty_store"",""vehicle_parts_store"",""boat_parts_store""]",
863,boat_parts_and_supply_store,specialty_store,boat_parts_store,"[""shopping"",""specialty_store"",""vehicle_parts_store"",""boat_parts_store""]",
16738,boat_rental_and_training,water_sport_equipment_rental_service,boat_rental_and_training,"[""sports_and_recreation"",""sports_and_recreation_rental_and_service"",""boat_rental_and_training""]",
12586,boat_service_and_repair,vehicle_service,boat_service_and_repair,"[""travel_and_transportation"",""watercraft_and_water_transport"",""boat_service_and_repair""]",
487,boat_storage_facility,storage_facility,boat_storage_facility,"[""services_and_business"",""professional_service"",""storage_facility"",""boat_storage_facility""]",
10061,boat_tours,tour_operator,boat_tour,"[""travel_and_transportation"",""travel"",""tour"",""boat_tour""]",
2,boating_places,recreational_location,boating_place,"[""sports_and_recreation"",""water_sport"",""boating_place""]",
1,bobsledding_field,sport_fitness_facility,bobsledding_field,"[""sports_and_recreation"",""snow_sport"",""bobsledding_field""]",
2,bocce_ball_court,sport_court,bocce_ball_court,"[""sports_and_recreation"",""sports_and_recreation_venue"",""bocce_ball_court""]",
28,body_contouring,plastic_reconstructive_and_aesthetic_surgery,body_contouring,"[""health_care"",""body_contouring""]",
59,bolivian_restaurant,restaurant,bolivian_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""south_american_restaurant"",""bolivian_restaurant""]",
2596,book_magazine_distribution,print_media_service,book_magazine_distribution,"[""services_and_business"",""media_and_news"",""media_news_company"",""book_magazine_distribution""]",
369,bookbinding,media_service,bookbinding,"[""services_and_business"",""professional_service"",""bookbinding""]",
1851,bookkeeper,accountant_or_bookkeeper,bookkeeper,"[""services_and_business"",""professional_service"",""bookkeeper""]",
1428,bookmakers,media_service,bookbinding,"[""services_and_business"",""professional_service"",""bookbinding""]",
6484,books_mags_music_and_video,specialty_store,books_mags_music_video_store,"[""shopping"",""specialty_store"",""books_mags_music_video_store""]",
147207,bookstore,bookstore,bookstore,"[""shopping"",""specialty_store"",""books_mags_music_video_store"",""bookstore""]",
5950,boot_camp,fitness_studio,boot_camp,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""boot_camp""]",
9393,botanical_garden,garden,botanical_garden,"[""geographic_entities"",""garden"",""botanical_garden""]",
17177,bottled_water_company,food_or_beverage_store,bottled_water_company,"[""services_and_business"",""business"",""bottled_water_company""]",
62,boudoir_photography,photography_service,boudoir_photography,"[""services_and_business"",""professional_service"",""event_planning"",""boudoir_photography""]",
335,bounce_house_rental,event_or_party_service,bounce_house_rental,"[""services_and_business"",""professional_service"",""event_planning"",""bounce_house_rental""]",
92772,boutique,fashion_or_apparel_store,fashion_boutique,"[""shopping"",""fashion_and_apparel_store"",""fashion_boutique""]",
18672,bowling_alley,bowling_alley,bowling_alley,"[""sports_and_recreation"",""sports_and_recreation_venue"",""bowling_alley""]",
58,box_lunch_supplier,food_or_beverage_store,box_lunch_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""box_lunch_supplier""]",
12293,boxing_class,sport_fitness_facility,boxing_class,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""boxing_class""]",
389,boxing_club,sport_fitness_facility,boxing_gym,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""boxing_gym""]",
752,boxing_gym,sport_fitness_facility,boxing_gym,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""boxing_gym""]",
12102,brake_service_and_repair,auto_repair_service,brake_service_and_repair,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""brake_service_and_repair""]",
1628,brasserie,restaurant,brasserie,"[""food_and_drink"",""restaurant"",""european_restaurant"",""western_european_restaurant"",""french_restaurant"",""brasserie""]",
191,brazilian_jiu_jitsu_club,martial_arts_club,brazilian_jiu_jitsu_club,"[""sports_and_recreation"",""sports_club_and_league"",""martial_arts_club"",""brazilian_jiu_jitsu_club""]",
19243,brazilian_restaurant,restaurant,brazilian_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""south_american_restaurant"",""brazilian_restaurant""]",
76387,breakfast_and_brunch_restaurant,breakfast_restaurant,breakfast_and_brunch_restaurant,"[""food_and_drink"",""restaurant"",""breakfast_and_brunch_restaurant""]",
51317,brewery,brewery,brewery,"[""food_and_drink"",""brewery_winery_distillery"",""brewery""]",
200,brewing_supply_store,specialty_store,brewing_supply_store,"[""shopping"",""food_and_beverage_store"",""brewing_supply_store""]",
55703,bridal_shop,clothing_store,bridal_shop,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""bridal_shop""]",
42401,bridge,bridge,bridge,"[""geographic_entities"",""bridge""]",
4673,british_restaurant,restaurant,british_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""western_european_restaurant"",""british_restaurant""]",
55870,broadcasting_media_production,media_service,broadcasting_media_production,"[""services_and_business"",""media_and_news"",""media_news_company"",""broadcasting_media_production""]",
9955,brokers,financial_service,broker,"[""services_and_business"",""financial_service"",""broker""]",
1,bubble_soccer_field,sport_field,soccer_field,"[""sports_and_recreation"",""sports_and_recreation_venue"",""soccer_field""]",
39355,bubble_tea,beverage_shop,bubble_tea_shop,"[""food_and_drink"",""beverage_shop"",""bubble_tea_shop""]",
108397,buddhist_temple,buddhist_place_of_worship,buddhist_place_of_worship,"[""cultural_and_historic"",""religious_organization"",""place_of_worship"",""buddhist_place_of_worship""]",
36253,buffet_restaurant,buffet_restaurant,buffet_restaurant,"[""food_and_drink"",""restaurant"",""buffet_restaurant""]",
13180,builders,building_contractor_service,builder,"[""services_and_business"",""real_estate"",""builder""]",
